"blockcode","maxdown","num_providers"
"310219633002265",5,1
"310219633002266",500,2
"310219633002267",500,2
"310219633002268",500,2
"310219633002270",500,1
"310219633002271",500,1
"310219633002272",500,1
"310219633002273",500,1
"310219633002274",500,2
"310219633002275",500,2
"310219633002276",500,2
"310219633002277",500,2
"310219633002278",500,2
"310219633002279",500,1
"310219633002281",20,1
"310219634001009",100,1
"310219634001010",100,1
"310219634001011",100,1
"310219634001013",100,1
"310219634001014",100,1
"310219634001015",100,1
"310219634001016",100,1
"310219634001017",100,1
"310219634001018",100,1
"310219634001019",100,1
"310219634001020",100,1
"310219634001021",100,1
"310219634001022",100,1
"310219634001023",100,1
"310219634001024",100,1
"310219634001025",100,1
"310219634001026",100,1
"310219634001027",100,1
"310219634001028",100,1
"310219634001029",100,1
"310219634001030",100,1
"310219634001031",100,1
"310219634001032",100,1
"310219634001033",100,1
"310219634001034",100,1
"310219634001050",10,1
"310219634001051",1.5,1
"310219634001052",3,1
"310219634001067",3,1
"310219634001070",20,1
"310219634001076",100,1
"310219634001078",100,1
"310219634001079",100,1
"310219634001080",100,1
"310219634001081",100,1
"310219634001082",100,1
"310219634001083",100,1
"310219634001084",100,1
"310219634001085",100,1
"310219634001086",100,1
"310219634001087",100,1
"310219634001088",100,1
"310219634001089",100,1
"310219634001090",100,1
"310219634001091",100,1
"310219634001092",100,1
"310219634001093",100,1
"310219634001094",100,1
"310219634001095",100,1
"310219634001096",100,1
"310219634001097",100,1
"310219634001098",100,1
"310219634001099",100,1
"310219634001100",100,1
"310219634001101",100,1
"310219634001102",100,1
"310219634001103",100,1
"310219634001104",100,1
"310219634001105",100,1
"310219634001106",100,1
"310219634001107",100,1
"310219634001108",100,1
"310219634001109",100,1
"310219634001110",100,1
"310219634001111",100,1
"310219634001112",100,1
"310219634001113",100,1
"310219634001114",100,1
"310219634001115",100,1
"310219634001116",100,1
"310219634001117",100,1
"310219634001118",100,1
"310219634001119",100,1
"310219634001120",100,1
"310219634001121",100,1
"310219634001122",100,1
"310219634001123",100,1
"310219634001124",100,1
"310219634001125",100,1
"310219634001126",100,1
"310219634001127",100,1
"310219634001129",100,1
"310219634001135",100,1
"310219634001136",100,1
"310219634001137",100,1
"310219634001138",100,1
"310219634001139",100,1
"310219634001140",100,1
"310219634001141",100,1
"310219634001142",100,1
"310219634001143",100,1
"310219634001144",100,1
"310219634001145",100,1
"310219634001146",100,1
"310219634001147",100,1
"310219634001148",100,1
"310219634001149",100,1
"310219634001151",100,1
"310219634001152",100,1
"310219634001153",100,1
"310219634001154",100,1
"310219634001155",100,1
"310219634001156",100,1
"310219634001157",100,1
"310219634001158",100,1
"310219634001159",100,1
"310219634001160",100,1
"310219634001161",100,1
"310219634001162",100,1
"310219634001163",100,1
"310219634001164",100,1
"310219634001165",100,1
"310219634001166",100,1
"310219634001167",100,1
"310219634001168",100,1
"310219634001169",100,1
"310219634001170",100,1
"310219634001171",100,1
"310219634001172",100,1
"310219634001173",100,1
"310219634001174",100,1
"310219634001175",100,1
"310219634001176",100,1
"310219634001177",100,1
"310219634001178",100,1
"310219634001179",100,1
"310219634001180",100,1
"310219634001181",100,1
"310219634001182",100,1
"310219634001183",100,1
"310219634001184",100,1
"310219634001185",100,1
"310219634001186",100,1
"310219634001187",100,1
"310219634001188",100,1
"310219634001189",100,1
"310219634001190",100,1
"310219634001191",100,1
"310219634001192",100,1
"310219634001193",100,1
"310219634001194",100,1
"310219634001195",100,1
"310219634001196",100,1
"310219634001197",100,1
"310219634001198",100,1
"310219634001200",100,1
"310219634001201",100,1
"310219634001202",100,1
"310219634001203",100,1
"310219634001204",6,1
"310219634001207",100,1
"310219634001208",100,1
"310219634001209",100,1
"310219634001210",100,1
"310219634001211",100,1
"310219634001216",20,1
"310219634001219",100,1
"310219634001221",0.5,1
"310219634001228",0.5,1
"310219634001229",3,1
"310219634001230",3,1
"310219634001233",20,1
"310219634001237",3,1
"310219634001239",3,1
"310219634001246",5,1
"310219634001249",5,1
"310219634001283",5,1
"310219634001293",0.5,1
"310219634001298",3,1
"310219634001305",20,1
"310219634001312",6,1
"310219634001313",20,1
"310219634001315",3,1
"310219634001317",3,1
"310219634001322",10,1
"310219634001324",3,1
"310219634001326",3,1
"310219634001328",1.5,1
"310219634001329",1.5,1
"310219634001330",3,1
"310219634001331",0.5,1
"310219634001333",1.5,1
"310219634001335",1.5,1
"310219634001338",3,1
"310219634001344",20,1
"310219634001346",1.5,1
"310219634001348",1.5,1
"310219634001349",3,1
"310219634001350",3,1
"310219634001354",3,1
"310219634001357",1.5,1
"310219634001358",1.5,1
"310219634001359",1.5,1
"310219634001361",20,1
"310219634001380",1.5,1
"310219634001383",1.5,1
"310219634001384",1.5,1
"310219634001386",100,1
"310219634001387",100,1
"310219634001389",100,1
"310219634001390",100,1
"310219634001393",100,1
"310219634001394",100,1
"310219634001395",100,1
"310219634001396",100,1
"310219634001397",100,1
"310219634001398",100,1
"310219634001399",100,1
"310219634001407",100,1
"310219634001408",100,1
"310219634001409",100,1
"310219634001410",100,1
"310219634001411",100,1
"310219634001412",100,1
"310219634001413",100,1
"310219634001414",100,1
"310219634001415",100,1
"310219634001416",100,1
"310219634001417",100,1
"310219634001418",100,1
"310219634001419",100,1
"310219634001420",100,1
"310219634001421",100,1
"310219634001422",100,1
"310219634001423",100,1
"310219634001429",100,1
"310219634001431",100,1
"310219634001432",100,1
"310219634001433",100,1
"310219634001434",100,1
"310219634001435",100,1
"310219634001436",100,1
"310219634001447",100,1
"310219634001465",100,1
"310219634001466",100,1
"310219634001467",100,1
"310219634001471",100,1
"310219634001480",100,1
"310219634002000",20,1
"310219634002001",20,1
"310219634002005",500,1
"310219634002007",20,1
"310219634002008",500,2
"310219634002009",500,2
"310219634002010",500,2
"310219634002011",500,2
"310219634002012",500,2
"310219634002013",20,1
"310219634002014",500,2
"310219634002015",500,2
"310219634002017",500,2
"310219634002018",500,1
"310219634002019",500,2
"310219634002020",500,2
"310219634002021",500,2
"310219634002022",500,2
"310219634002023",500,2
"310219634002024",500,2
"310219634002025",500,2
"310219634002026",500,2
"310219634002027",500,2
"310219634002028",500,2
"310219634002029",500,2
"310219634002030",500,2
"310219634002031",500,2
"310219634002032",500,2
"310219634002033",500,2
"310219634002034",500,2
"310219634002035",500,2
"310219634002036",500,2
"310219634002037",500,2
"310219634002038",500,2
"310219634002039",500,2
"310219634002040",500,2
"310219634002041",500,2
"310219634002042",500,2
"310219634002043",500,2
"310219634002044",500,2
"310219634002045",500,2
"310219634002046",500,2
"310219634002047",500,2
"310219634002048",500,2
"310219634002049",500,2
"310219634002050",500,2
"310219634002051",500,2
"310219634002052",500,2
"310219634002053",500,2
"310219634002054",500,2
"310219634002055",500,2
"310219634002056",500,2
"310219634002057",500,2
"310219634002058",500,2
"310219634002059",500,2
"310219634002060",500,2
"310219634002061",500,2
"310219634002062",500,1
"310219634002063",500,2
"310219634002064",500,1
"310219634002065",500,2
"310219634002066",500,2
"310219634002067",500,2
"310219634002068",500,2
"310219634002069",500,2
"310219634002070",500,2
"310219634002071",500,2
"310219634002072",500,2
"310219634002073",500,2
"310219634002074",500,2
"310219634002075",500,2
"310219634002076",500,2
"310219634002077",500,2
"310219634002078",500,2
"310219634002079",500,2
"310219634002080",500,1
"310219634002081",500,2
"310219634002082",500,2
"310219634002083",500,2
"310219634002084",500,2
"310219634002085",500,2
"310219634002086",500,2
"310219634002087",500,2
"310219634002088",500,2
"310219634002089",500,2
"310219634002092",500,1
"310219634002093",500,1
"310219634002096",500,1
"310219634002097",500,2
"310219634002098",500,2
"310219634002099",500,2
"310219634002100",500,2
"310219634002101",500,2
"310219634002102",500,2
"310219634002103",500,2
"310219634002104",500,2
"310219634002105",500,2
"310219634002106",500,2
"310219634002107",500,2
"310219634002108",500,2
"310219634002109",500,2
"310219634002110",500,2
"310219634002111",500,2
"310219634002112",500,2
"310219634002113",500,2
"310219634002114",500,2
"310219634002115",20,1
"310219634002116",500,2
"310219634002117",500,2
"310219634002118",500,2
"310219634002119",500,2
"310219634002120",500,2
"310219634002121",500,2
"310219634002122",3,1
"310219634002123",500,2
"310219634002124",500,2
"310219634002125",20,1
"310239676001000",100,1
"310239676001001",100,1
"310239676001002",100,1
"310239676001003",100,1
"310239676001004",100,1
"310239676001005",100,1
"310239676001006",100,1
"310239676001007",100,1
"310239676001008",100,1
"310239676001009",100,1
"310239676001010",100,1
"310239676001011",100,1
"310239676001014",100,1
"310239676001015",100,1
"310239676001016",100,1
"310239676001018",100,1
"310239676001019",100,1
"310239676001020",100,1
"310239676001021",100,1
"310239676001022",100,1
"310239676001023",100,1
"310239676001024",100,1
"310239676001025",100,1
"310239676001026",100,1
"310239676001027",100,1
"310239676001028",100,1
"310239676001029",100,1
"310239676001030",100,1
"310239676001031",100,1
"310239676001032",100,1
"310239676001033",100,1
"310239676001034",100,1
"310239676001035",100,1
"310239676001036",100,1
"310239676001037",100,1
"310239676001038",100,1
"310239676001039",100,1
"310239676001040",100,1
"310239676001041",100,1
"310239676001042",100,1
"310239676001043",100,1
"310239676001044",100,1
"310239676001045",100,1
"310239676001046",100,1
"310239676001047",100,1
"310239676001048",100,1
"310239676001049",100,1
"310239676001050",100,1
"310239676001051",100,1
"310239676001052",100,1
"310239676001053",100,1
"310239676001054",100,2
"310239676001055",100,1
"310239676001056",100,2
"310239676001057",100,2
"310239676001058",100,1
"310239676001059",100,1
"310239676001060",100,1
"310239676001061",100,1
"310239676001062",100,1
"310239676001063",100,1
"310239676001064",100,1
"310239676001065",100,1
"310239676001066",100,1
"310239676001067",100,1
"310239676001068",100,1
"310239676001069",100,2
"310239676001070",100,1
"310239676001071",100,1
"310239676001072",100,1
"310239676001073",100,1
"310239676001074",100,1
"310239676001075",100,1
"310239676001076",100,1
"310239676001077",100,1
"310239676001078",100,1
"310239676001079",100,1
"310239676001080",100,1
"310239676001081",100,1
"310239676001082",100,1
"310239676001083",100,1
"310239676001084",100,1
"310239676001085",100,1
"310239676001086",100,1
"310239676001087",100,1
"310239676001088",100,1
"310239676001089",100,1
"310239676001090",100,1
"310239676001091",100,1
"310239676001092",100,1
"310239676001093",100,1
"310239676001094",100,1
"310239676001100",1.5,1
"310239676001101",1.5,1
"310239676001104",1.5,1
"310239676001113",100,2
"310239676001114",100,1
"310239676001115",100,1
"310239676001130",100,1
"310239676001132",100,1
"310239676001154",4,1
"310239676001156",1.5,1
"310239676001157",4,1
"310239676001158",1.5,1
"310239676001159",1.5,1
"310239676001164",4,1
"310239676001165",4,1
"310239676001166",1.5,1
"310239676001169",4,1
"310239676001173",1.5,1
"310239676001183",4,1
"310239676001185",4,1
"310239676001187",15,1
"310239676001189",4,1
"310239676001190",4,1
"310239676001191",4,1
"310239676001193",4,1
"310239676001194",4,1
"310239676001203",3,1
"310239676001205",15,1
"310239676001206",12,1
"310239676001207",100,1
"310239676001209",50,1
"310239676001210",100,1
"310239676001211",25,1
"310239676001212",25,1
"310239676001213",4,1
"310239676001216",100,1
"310239676001217",100,1
"310239676001218",100,1
"310239676001219",75,1
"310239676001220",200,1
"310239676001221",200,1
"310239676001222",200,1
"310239676001223",100,1
"310239676001225",100,1
"310239676001226",3,1
"310239676001227",100,1
"310239676001228",100,1
"310239676001229",100,1
"310239676001230",50,1
"310239676001231",200,1
"310239676001233",100,1
"310239676001234",200,1
"310239676001235",200,1
"310239676001236",200,1
"310239676001237",100,1
"310239676001238",100,1
"310239676001239",200,1
"310239676001240",200,1
"310239676001242",100,1
"310239676001243",10,1
"310239676001246",4,1
"310239676001247",4,1
"310239676001254",25,1
"310239676001256",25,1
"310239676001266",12,1
"310239676001272",15,1
"310239676001274",15,1
"310239676001276",4,1
"310239676001277",12,1
"310239676001287",15,1
"310239676001290",4,1
"310239676001294",1.5,1
"310239676001295",6,1
"310239676001308",1.5,1
"310239676001312",4,1
"310239676001313",10,1
"310239676001314",15,1
"310239676001315",4,1
"310239676001318",1.5,1
"310239676001320",1.5,1
"310239676001323",1.5,1
"310239676001327",12,1
"310239676001328",4,1
"310239676001330",1.5,1
"310239676001331",1.5,1
"310239676001335",50,1
"310239676001337",12,1
"310239676001338",10,1
"310239676001340",75,1
"310239676001342",1.5,1
"310239676001343",10,1
"310239676001344",10,1
"310239676001345",25,1
"310239676001347",25,1
"310239676001348",10,1
"310239676001349",50,1
"310239676001350",200,1
"310239676001351",200,1
"310239676001352",25,1
"310239676001354",12,1
"310239676001356",100,1
"310239676001357",100,1
"310239676001358",75,1
"310239676001359",100,1
"310239676001360",100,1
"310239676001363",100,1
"310239676001364",75,1
"310239676001366",100,1
"310239676001370",100,1
"310239676001371",200,1
"310239676001372",200,1
"310239676001373",200,1
"310239676001374",100,1
"310239676001375",100,1
"310239676001376",200,1
"310239676001377",200,1
"310239676001378",200,1
"310239676001379",200,1
"310239676001380",200,1
"310239676001381",6,1
"310239676001383",200,1
"310239676001384",100,1
"310239676001385",200,1
"310239676001386",100,1
"310239676001387",100,1
"310239676001388",100,1
"310239676001389",75,1
"310239676001390",100,1
"310239676001391",50,1
"310239676001393",50,1
"310239676001394",4,1
"310239676001395",100,1
"310239676001396",100,1
"310239676001398",1.5,1
"310239676001399",10,1
"310239676001400",10,1
"310239676001401",15,1
"310239676001404",3,1
"310239676001406",1.5,1
"310239676001413",1.5,1
"310239676001419",4,1
"310239676001429",1.5,1
"310239676001431",4,1
"310239676001433",10,1
"310239676001434",1.5,1
"310239676001436",4,1
"310239676001446",1.5,1
"310239676001447",100,2
"310239676001452",1.5,1
"310239676001453",10,1
"310239676001454",10,1
"310239676001457",10,1
"310239676001458",10,1
"310239676001459",1.5,1
"310239676001470",12,1
"310239676001471",3,1
"310239676001472",1.5,1
"310239676001473",3,1
"310239676001474",3,1
"310239676001475",3,1
"310239676001478",1.5,1
"310239676001480",100,1
"310239676001481",12,1
"310239676001485",1.5,1
"310239676001486",1.5,1
"310239676001487",4,1
"310239676001488",1.5,1
"310239676001490",100,1
"310239676001492",100,1
"310239676001493",100,1
"310239676001498",10,1
"310239676001502",4,1
"310239676001516",100,1
"310239676002001",1.5,1
"310239676002003",4,1
"310239676002005",4,1
"310239676002006",1.5,1
"310239676002007",4,1
"310239676002009",6,1
"310239676002011",10,1
"310239676002015",50,1
"310239676002016",4,1
"310239676002029",100,1
"310239676002033",25,1
"310239676002040",3,1
"310239676002045",1,1
"310239676002056",20,1
"310239676002059",75,1
"310239676002060",100,1
"310239676002063",25,1
"310239676002065",100,1
"310239676002066",100,2
"310239676002067",100,1
"310239676002077",12,1
"310239676002081",20,1
"310239676002086",20,1
"310239676002090",4,1
"310239676002091",1.5,1
"310239676002093",1.5,1
"310239676002095",4,1
"310239676002099",12,1
"310239676002101",1.5,1
"310239676002102",12,1
"310239676002104",15,1
"310239676002105",3,1
"310239676002107",10,1
"310239676002108",100,1
"310239676002109",100,1
"310239676002110",25,1
"310239676002117",4,1
"310239676002118",20,1
"310239676002121",4,1
"310239676002122",15,1
"310239676002123",16,1
"310239676002125",100,1
"310239676002126",100,1
"310239676002127",100,2
"310239676002128",100,2
"310239676002129",100,2
"310239676002130",100,2
"310239676002131",75,1
"310239676002132",100,2
"310239676002133",100,2
"310239676002135",100,2
"310239676002136",100,2
"310239676002137",200,2
"310239676002138",25,1
"310239676002139",100,2
"310239676002142",200,1
"310239676002143",200,1
"310239676002144",100,2
"310239676002145",100,1
"310239676002147",100,2
"310239676002148",200,2
"310239676002149",200,2
"310239676002150",100,1
"310239676002151",100,2
"310239676002152",100,1
"310239676002153",100,2
"310239676002154",100,1
"310239676002155",100,2
"310239676002156",100,2
"310239676002157",100,2
"310239676002158",100,2
"310239676002159",100,2
"310239676002161",50,1
"310239676002162",100,2
"310239676002163",100,2
"310239676002164",100,2
"310239676002165",100,2
"310239676002166",100,2
"310239676002167",100,2
"310239676002168",100,2
"310239676002169",200,2
"310239676002170",100,2
"310239676002171",100,2
"310239676002172",200,2
"310239676002173",200,2
"310239676002174",200,2
"310239676002175",200,2
"310239676002176",100,1
"310239676002177",200,2
"310239676002179",200,2
"310239676002180",200,2
"310239676002182",200,1
"310239676002183",100,2
"310239676002184",200,2
"310239676002185",200,1
"310239676002186",100,2
"310239676002187",200,1
"310239676002188",200,2
"310239676002189",100,2
"310239676002190",100,2
"310239676002192",200,2
"310239676002193",100,2
"310239676002194",200,2
"310239676002195",200,2
"310239676002196",200,2
"310239676002197",200,2
"310239676002198",100,2
"310239676002199",200,2
"310239676002200",100,2
"310239676002201",200,2
"310239676002203",100,1
"310239676002205",15,1
"310239676002206",10,1
"310239676002207",10,1
"310239676002209",100,1
"310239676002213",1.5,1
"310239676002214",1.5,1
"310239676002261",100,2
"310239676002263",2,1
"310239676002266",4,1
"310239676002267",4,1
"310239676002282",4,1
"310239676002289",2,1
"310239676002290",1.5,1
"310239676002303",6,1
"310239676002309",1.5,1
"310239676003001",4,1
"310239676003004",4,1
"310239676003005",4,1
"310239676003006",1.5,1
"310239676003014",4,1
"310239676003015",10,1
"310239676003021",100,1
"310239676003032",4,1
"310239676003059",10,1
"310239676003073",1.5,1
"310239676003081",4,1
"310239676003084",2,1
"310239676003086",15,1
"310239676003087",10,1
"310239676003088",10,1
"310239676003092",1.5,1
"310239676003099",15,1
"310239676003106",25,1
"310239676003107",15,1
"310239676003108",4,1
"310239676003110",3,1
"310239676003124",15,1
"310239676003126",4,1
"310239676003128",15,1
"310239676003129",25,1
"310239676003132",25,1
"310239676003133",4,1
"310239676003134",4,1
"310239676003138",12,1
"310239676003139",6,1
"310239676003141",15,1
"310239676003142",4,1
"310239676003143",4,1
"310239676003145",2,1
"310239676003146",15,1
"310239676003150",20,1
"310239676003156",100,1
"310239676003157",100,2
"310239676003158",100,2
"310239676003159",100,2
"310239676003160",100,2
"310239676003161",100,2
"310239676003162",100,2
"310239676003164",100,2
"310239676003166",100,2
"310239676003167",100,2
"310239676003168",100,2
"310239676003169",100,2
"310239676003170",100,2
"310239676003171",100,2
"310239676003172",100,2
"310239676003173",100,1
"310239676003174",100,2
"310239676003175",100,2
"310239676003176",100,2
"310239676003178",100,2
"310239676003179",50,1
"310239676003180",100,2
"310239676003181",100,2
"310239676003183",100,1
"310239676003184",100,2
"310239676003185",100,2
"310239676003187",100,2
"310239676003188",100,2
"310239676003189",200,2
"310239676003190",200,2
"310239676003191",100,1
"310239676003193",200,2
"310239676003194",100,2
"310239676003195",100,2
"310239676003196",100,2
"310239676003197",100,2
"310239676003198",200,2
"310239676003199",200,2
"310239676003200",200,2
"310239676003201",200,2
"310239676003203",100,2
"310239676003204",200,2
"310239676003205",200,2
"310239676003207",200,2
"310239676003208",200,2
"310239676003209",100,2
"310239676003210",200,2
"310239676003211",200,1
"310239676003212",200,2
"310239676003213",200,2
"310239676003215",100,2
"310239676003216",200,2
"310239676003218",100,2
"310239676003219",100,2
"310239676003221",50,1
"310239676003235",1.5,1
"310239676003237",10,1
"310239676003238",1.5,1
"310239676003244",4,1
"310239676003252",1.5,1
"310239676003254",10,1
"310239676003256",10,1
"310239676003258",1.5,1
"310239676003262",100,2
"310239676003266",25,1
"310239677001001",300,1
"310239677001004",1.5,1
"310239677001005",10,1
"310239677001009",940,2
"310239677001010",940,2
"310239677001011",940,2
"310239677001012",940,1
"310239677001013",940,1
"310239677001014",940,2
"310239677001015",940,1
"310239677001016",940,2
"310239677001017",940,1
"310239677001018",940,2
"310239677001019",940,2
"310239677001020",940,1
"310239677001021",940,2
"310239677001022",940,2
"310239677001023",940,2
"310239677001024",940,2
"310239677001025",940,2
"310239677001026",940,2
"310239677001027",940,2
"310239677001028",940,2
"310239677001029",940,2
"310239677001030",940,2
"310239677001031",940,2
"310239677001032",940,2
"310239677001033",940,2
"310239677001034",940,2
"310239677001035",940,2
"310239677001036",940,2
"310239677001037",940,2
"310239677001038",940,2
"310239677001039",940,2
"310239677001040",940,2
"310239677001041",940,2
"310239677001042",940,2
"310239677001043",940,2
"310239677001044",940,2
"310239677001045",940,2
"310239677001046",940,2
"310239677001047",940,2
"310239677001048",940,2
"310239677001049",940,2
"310239677001051",12,1
"310239677001056",1.5,1
"310239677001057",1.5,1
"310239677001058",10,1
"310239677001059",940,1
"310239677001062",940,2
"310239677001063",940,2
"310239677001064",940,2
"310239677001065",940,2
"310239677001066",940,2
"310239677001067",940,2
"310239677001068",940,2
"310239677001069",940,2
"310239677001070",940,2
"310239677001071",940,2
"310239677001072",940,2
"310239677001073",940,2
"310239677001074",940,2
"310239677001075",940,2
"310239677001076",940,1
"310239677001077",940,2
"310239677001078",940,2
"310239677001079",940,2
"310239677001080",940,2
"310239677001081",940,2
"310239677001082",1000,2
"310239677001083",940,2
"310239677001084",940,2
"310239677001085",6,1
"310239677001088",4,1
"310239677001092",10,1
"310239677001094",10,1
"310239677001095",940,2
"310239677001096",940,1
"310239677001097",940,1
"310239677001098",940,1
"310239677001099",940,1
"310239677001100",940,2
"310239677001101",940,1
"310239677001102",940,2
"310239677001103",940,2
"310239677001104",940,2
"310239677001105",940,2
"310239677001106",940,2
"310239677001107",940,2
"310239677001108",940,2
"310239677001109",940,2
"310239677001110",940,2
"310239677001111",940,2
"310239677001112",940,1
"310239677001113",940,2
"310239677001114",940,2
"310239677001115",940,2
"310239677001116",940,2
"310239677001117",940,2
"310239677001118",940,2
"310239677001119",940,2
"310239677001120",940,2
"310239677001121",940,2
"310239677001122",940,2
"310239677001123",940,2
"310239677001124",940,2
"310239677001125",1000,2
"310239677001126",940,2
"310239677001127",940,2
"310239677001128",940,2
"310239677001129",940,2
"310239677001130",940,2
"310239677001131",940,2
"310239677001132",940,2
"310239677001133",940,2
"310239677001134",940,2
"310239677001135",940,2
"310239677001136",940,2
"310239677001137",940,2
"310239677001138",940,2
"310239677001139",940,2
"310239677001140",940,2
"310239677001141",940,1
"310239677001142",940,2
"310239677001143",940,2
"310239677001144",940,2
"310239677001145",940,2
"310239677001146",940,1
"310239677001147",1.5,1
"310239677001148",4,1
"310239677001152",1.5,1
"310239677001154",25,1
"310239677001155",4,1
"310239677001156",940,2
"310239677001157",940,2
"310239677001161",940,1
"310239677002001",1.5,1
"310239677002003",1.5,1
"310239677002007",940,2
"310239677002008",940,1
"310239677002009",940,1
"310239677002012",4,1
"310239677002013",10,1
"310239677002015",940,1
"310239677002017",940,2
"310239677002018",940,2
"310239677002019",940,2
"310239677002020",940,2
"310239677002021",940,2
"310239677002022",940,1
"310239677002023",940,2
"310239677002024",940,2
"310239677002025",940,2
"310239677002026",940,2
"310239677002027",940,2
"310239677002028",940,2
"310239677002029",940,1
"310239677002030",940,2
"310239677002031",940,2
"310239677002032",940,2
"310239677002033",940,2
"310239677002034",940,2
"310239677002035",940,2
"310239677002036",940,2
"310239677002037",940,2
"310239677002038",940,2
"310239677002039",940,2
"310239677002041",940,2
"310239677002042",940,2
"310239677002043",10,1
"310239677002044",940,2
"310239677002045",940,2
"310239677002046",940,2
"310239677002047",940,2
"310239677002048",940,2
"310239677002049",940,2
"310239677002050",940,2
"310239677002051",940,2
"310239677002052",940,2
"310239677002053",940,2
"310239677002054",940,2
"310239677002055",940,2
"310239677002056",940,2
"310239677002057",940,2
"310239677002058",940,2
"310239677002059",1000,2
"310239677002060",1000,2
"310239677002061",940,2
"310239677002062",940,2
"310239677002063",940,2
"310239677002064",940,2
"310239677002065",940,2
"310239677002066",940,1
"310239677002067",940,2
"310239677002068",940,2
"310239677002069",1000,2
"310239677002070",1000,2
"310239677002071",1000,2
"310239677002072",940,2
"310239677002073",940,2
"310239677002074",940,2
"310239677002075",940,2
"310239677002076",940,2
"310239677002077",940,2
"310239677002078",940,1
"310239677002079",940,2
"310239677002080",940,2
"310239677002081",940,2
"310239677002082",940,2
"310239677002083",1000,2
"310239677002084",940,2
"310239677002085",940,2
"310239677002086",940,2
"310239677002087",940,2
"310239677002088",940,2
"310239677002089",940,2
"310239677002090",940,2
"310239677002091",940,2
"310239677002092",940,2
"310239677002093",940,2
"310239677002094",940,1
"310239677002095",25,1
"310239677002096",940,2
"310239677002098",15,1
"310239677002099",940,2
"310239677002100",940,2
"310239677002101",940,2
"310239677002102",940,2
"310239677002103",940,2
"310239677002104",940,2
"310239677002105",940,2
"310239677002106",940,2
"310239677002107",940,2
"310239677002108",1.5,1
"310239678001000",100,1
"310239678001003",1.5,1
"310239678001006",15,1
"310239678001008",1.5,1
"310239678001009",100,1
"310239678001011",100,1
"310239678001014",10,1
"310239678001015",10,1
"310239678001017",12,1
"310239678001018",100,1
"310239678001019",75,1
"310239678001020",75,1
"310239678001025",50,1
"310239678001026",25,1
"310239678001027",10,1
"310239678001028",6,1
"310239678001029",1.5,1
"310239678001032",1.5,1
"310239678001033",4,1
"310239678001035",15,1
"310239678001037",200,1
"310239678001038",100,1
"310239678001040",100,1
"310239678001041",100,1
"310239678001042",100,1
"310239678001045",100,1
"310239678001046",100,1
"310239678001047",200,1
"310239678001048",200,1
"310239678001049",200,1
"310239678001050",200,1
"310239678001051",200,1
"310239678001052",200,1
"310239678001054",200,1
"310239678001055",200,1
"310239678001056",200,1
"310239678001057",100,1
"310239678001060",200,1
"310239678001062",200,1
"310239678001063",100,1
"310239678001064",200,1
"310239678001065",200,1
"310239678001066",100,1
"310239678001067",100,1
"310239678001068",20,1
"310239678001069",200,1
"310239678001070",200,1
"310239678001071",200,1
"310239678001074",100,1
"310239678001075",100,1
"310239678001076",100,1
"310239678001077",100,1
"310239678001078",100,1
"310239678001079",100,1
"310239678001081",100,1
"310239678001082",100,1
"310239678001083",200,1
"310239678001084",12,1
"310239678001085",200,1
"310239678001086",200,1
"310239678001090",3,1
"310239678001093",50,1
"310239678001094",12,1
"310239678001100",4,1
"310239678001101",100,1
"310239678001102",100,1
"310239678001103",10,1
"310239678001105",10,1
"310239678001106",10,1
"310239678001115",10,1
"310239678001116",1.5,1
"310239678001120",4,1
"310239678001123",1.5,1
"310239678001125",4,1
"310239678001129",4,1
"310239678001140",10,1
"310239678001141",50,1
"310239678001153",25,1
"310239678001155",1.5,1
"310239678001156",100,1
"310239678001157",100,2
"310239678001158",100,1
"310239678001159",12,1
"310239678001160",100,1
"310239678001163",100,1
"310239678001164",100,1
"310239678001169",4,1
"310239678001180",100,1
"310239678001202",4,1
"310239678001205",4,1
"310239678001208",12,1
"310239678001209",25,1
"310239678001210",10,1
"310239678001211",100,1
"310239678001212",200,1
"310239678001213",200,1
"310239678001215",200,1
"310239678001216",200,1
"310239678001217",100,1
"310239678001218",100,1
"310239678001220",200,1
"310239678001221",200,1
"310239678001222",200,1
"310239678001223",200,1
"310239678001224",200,1
"310239678001225",200,1
"310239678001226",200,1
"310239678001227",200,1
"310239678001228",200,1
"310239678001230",200,1
"310239678001231",200,1
"310239678001232",10,1
"310239678001234",10,1
"310239678001235",50,1
"310239678001236",200,1
"310239678001237",100,1
"310239678001239",25,1
"310239678001240",12,1
"310239678001242",4,1
"310239678001243",100,1
"310239678001247",10,1
"310239678001249",4,1
"310239678001250",15,1
"310239678001252",3,1
"310239678001253",10,1
"310239678001254",6,1
"310239678001257",3,1
"310239678001258",4,1
"310239678001268",50,1
"310239678001269",100,1
"310239678001271",50,1
"310239678001274",100,1
"310239678001275",100,1
"310239678001276",100,1
"310239678002005",1.5,1
"310239678002016",1.5,1
"310239678002017",1.5,1
"310239678002018",1.5,1
"310239678002020",4,1
"310239678002023",100,2
"310239678002024",15,1
"310239678002026",16,1
"310239678002027",15,1
"310239678002029",4,1
"310239678002030",4,1
"310239678002032",10,1
"310239678002033",10,1
"310239678002034",1.5,1
"310239678002035",10,1
"310239678002038",1.5,1
"310239678002040",4,1
"310239678002045",100,1
"310239678002049",1.5,1
"310239678002050",1.5,1
"310239678002053",1.5,1
"310239678002055",10,1
"310239678002058",10,1
"310239678002059",10,1
