"blockcode","maxdown","num_providers"
"311059545001722",10,1
"311059545001725",10,1
"311059545001726",10,1
"311059545001727",10,1
"311059545001728",25,1
"311059545001729",10,1
"311059545001730",10,1
"311059545001731",10,1
"311059545001732",10,1
"311059545001733",10,1
"311059545001734",10,1
"311059545001735",10,1
"311059545001737",10,1
"311059545001740",10,1
"311059545001741",10,1
"311059545001758",10,1
"311059545001759",25,1
"311059545001763",10,1
"311059545001767",10,1
"311059545001768",25,1
"311059545001784",10,1
"311059545001785",25,1
"311059545001786",10,1
"311059545001787",10,1
"311059545001788",25,1
"311059545001789",25,1
"311059545001790",10,1
"311059545001791",25,1
"311059545001792",25,1
"311059545001793",25,1
"311059545001794",10,1
"311059545001795",25,1
"311059545001796",10,1
"311059545001798",10,1
"311059545001801",25,1
"311059545001802",25,1
"311059545001803",25,1
"311059545001804",10,1
"311059545001805",25,1
"311059545001806",25,1
"311059545001807",10,1
"311059545001808",10,1
"311059545001809",10,1
"311059545001810",10,1
"311059545001811",25,1
"311059545001812",10,1
"311059545001813",25,1
"311059545001814",10,1
"311059545001815",10,1
"311059545001816",10,1
"311059545001817",10,1
"311059545001818",4,1
"311059545001825",10,1
"311059545001826",10,1
"311059545001827",10,1
"311059545001830",25,1
"311059545001831",25,1
"311059545001832",25,1
"311059545001833",25,1
"311059545001834",25,1
"311059545001835",25,1
"311059545001837",25,1
"311059545001838",25,1
"311059545001840",25,1
"311059545001841",25,1
"311059545001842",10,1
"311059545001843",25,1
"311059545001845",940,1
"311059545001846",940,1
"311059545001847",25,1
"311059545001848",25,1
"311059545001849",25,1
"311059545001851",30,1
"311059545001853",25,1
"311059545001854",25,1
"311059545001856",25,1
"311059545002000",60,1
"311059545002001",30,1
"311059545002006",20,1
"311059545002013",3,1
"311059545002014",20,1
"311059545002023",940,2
"311059545002024",940,2
"311059545002025",940,2
"311059545002026",940,1
"311059545002027",940,2
"311059545002029",940,1
"311059545002030",940,1
"311059545002031",940,1
"311059545002032",940,1
"311059545002036",940,1
"311059545002037",940,2
"311059545002038",940,2
"311059545002039",940,2
"311059545002040",940,2
"311059545002041",940,2
"311059545002042",940,2
"311059545002043",940,2
"311059545002044",940,2
"311059545002045",940,2
"311059545002046",940,2
"311059545002047",940,2
"311059545002048",940,2
"311059545002049",940,2
"311059545002050",940,2
"311059545002051",940,2
"311059545002052",940,2
"311059545002053",940,2
"311059545002054",940,2
"311059545002055",940,2
"311059545002056",940,2
"311059545002057",940,2
"311059545002058",940,2
"311059545002059",940,2
"311059545002060",940,2
"311059545002061",940,2
"311059545002062",940,2
"311059545002063",940,2
"311059545002064",940,2
"311059545002065",940,2
"311059545002066",940,1
"311059545002067",940,2
"311059545002068",940,2
"311059545002069",940,2
"311059545002070",940,2
"311059545002071",940,1
"311059545002072",940,2
"311059545002073",940,1
"311059545002074",940,2
"311059545002075",940,1
"311059545002076",940,1
"311059545002077",940,1
"311059545002078",940,1
"311059545002079",940,1
"311059545002080",940,1
"311059545002081",940,1
"311059545002082",940,2
"311059545002083",940,2
"311059545002084",940,1
"311059545002085",940,2
"311059545002086",940,1
"311059545002087",940,2
"311059545002088",940,1
"311059545002089",940,2
"311059545002090",940,1
"311059545002091",940,1
"311059545002092",940,2
"311059545002093",940,2
"311059545002095",940,1
"311059545002096",940,1
"311059545002097",940,1
"311059545002109",940,2
"311059545002110",940,2
"311059545002111",940,2
"311059545002112",940,2
"311059545002113",940,2
"311059545002114",940,2
"311059545002115",940,2
"311059545002116",940,2
"311059545002117",940,2
"311059545002118",940,2
"311059545002119",940,2
"311059545002120",940,2
"311059545002121",940,2
"311059545002122",940,2
"311059545002123",940,2
"311059545002124",940,2
"311059545002125",940,2
"311059545002126",940,2
"311059545002127",940,2
"311059545002128",940,2
"311059545002129",940,1
"311059545002130",940,2
"311059545002131",940,2
"311059545002132",940,1
"311059545002133",940,1
"311059545002134",940,1
"311059545002135",940,1
"311059545002136",940,2
"311059545002137",10,1
"311059545002138",940,2
"311059545002139",940,2
"311059545002140",940,2
"311059545002141",940,1
"311059545002142",940,2
"311059545002143",940,2
"311059545002144",940,2
"311059545002145",940,2
"311059545002146",940,2
"311059545002147",940,2
"311059545002148",940,2
"311059545002149",940,2
"311059545002150",940,2
"311059545002151",940,2
"311059545002152",940,2
"311059545002153",940,2
"311059545002154",940,2
"311059545002155",940,2
"311059545002156",940,2
"311059545002157",940,2
"311059545002158",940,2
"311059545002159",940,2
"311059545002160",940,2
"311059545002161",940,2
"311059545002162",940,2
"311059545002163",940,2
"311059545002164",940,2
"311059545002165",940,2
"311059545002166",940,2
"311059545002167",940,2
"311059545002168",940,2
"311059545002169",940,2
"311059545002170",940,2
"311059545002171",940,2
"311059545002172",940,2
"311059545002173",940,1
"311059545002174",940,2
"311059545002176",940,2
"311059545002177",940,2
"311059545002178",940,2
"311059545002179",940,2
"311059545002180",940,1
"311059545002183",940,1
"311059545002184",940,2
"311059545003000",940,2
"311059545003001",940,2
"311059545003002",940,2
"311059545003003",940,2
"311059545003004",940,2
"311059545003005",940,1
"311059545003006",940,2
"311059545003007",940,2
"311059545003008",940,2
"311059545003009",940,2
"311059545003010",940,2
"311059545003011",940,2
"311059545003012",940,2
"311059545003013",940,2
"311059545003014",940,2
"311059545003015",940,2
"311059545003016",940,2
"311059545003017",940,2
"311059545003018",940,2
"311059545003019",940,1
"311059545003020",940,2
"311059545003021",940,2
"311059545003022",940,2
"311059545003023",940,2
"311059545003024",940,2
"311059545003025",940,2
"311059545003026",940,2
"311059545003027",940,2
"311059545003028",940,2
"311059545003029",940,2
"311059545003030",940,2
"311059545003031",940,2
"311059545003032",940,2
"311059545003033",940,2
"311059545003034",940,2
"311059545003035",940,2
"311059545003036",940,2
"311059545003037",940,2
"311059545003038",940,2
"311059545003039",940,2
"311059545003040",940,2
"311059545003041",940,2
"311059545003042",940,2
"311059545003043",940,2
"311059545003044",940,2
"311059545003045",940,2
"311059545003046",940,2
"311059545003047",940,2
"311059545003048",940,2
"311059545003049",940,2
"311059545003050",940,2
"311059545003051",940,2
"311059545003052",940,2
"311059545003053",940,2
"311059545003054",940,2
"311059545003055",940,2
"311059545003056",940,2
"311059545003057",940,2
"311059545003058",940,2
"311059545003059",940,2
"311059545003060",940,2
"311059545003061",940,2
"311059545003062",940,2
"311059545003063",940,2
"311059545003064",940,2
"311059545003065",940,2
"311059545004001",60,1
"311059545004007",10,1
"311059545004009",10,1
"311059545004010",10,1
"311059545004013",40,1
"311059545004015",10,1
"311059545004017",940,2
"311059545004018",940,1
"311059545004019",940,1
"311059545004020",940,2
"311059545004021",940,1
"311059545004022",940,1
"311059545004023",940,1
"311059545004024",940,2
"311059545004025",940,2
"311059545004026",940,2
"311059545004027",940,1
"311059545004028",940,1
"311059545004029",940,2
"311059545004030",940,2
"311059545004031",940,2
"311059545004032",940,2
"311059545004033",940,1
"311059545004034",940,1
"311059545004035",940,1
"311059545004036",940,1
"311059545004037",940,1
"311059545004038",940,2
"311059545004039",940,2
"311059545004040",940,2
"311059545004041",940,2
"311059545004042",940,2
"311059545004043",940,2
"311059545004044",940,2
"311059545004045",940,2
"311059545004046",940,2
"311059545004047",940,2
"311059545004048",940,1
"311059545004049",940,2
"311059545004050",940,2
"311059545004051",940,2
"311059545004052",10,1
"311059545004053",30,1
"311059545004054",940,2
"311059545004055",940,2
"311059545004056",940,2
"311059545004057",940,2
"311059545004058",940,2
"311059545004059",940,2
"311059545004060",940,2
"311059545004061",940,1
"311059545004062",940,2
"311059545004063",940,2
"311059545004064",940,2
"311059545004065",940,2
"311059545004066",940,2
"311059545004067",940,2
"311059545004068",940,2
"311059545004069",940,2
"311059545004070",940,2
"311059545004071",940,2
"311059545004072",940,2
"311059545004073",940,2
"311059545004074",940,1
"311059545004075",940,2
"311059545004076",940,2
"311059545004078",940,2
"311059545004079",940,2
"311059545004080",940,2
"311059545004081",940,2
"311059545004082",940,2
"311059545004083",940,2
"311059545004084",940,1
"311059545004085",940,2
"311059545004086",940,2
"311059545004091",940,2
"311059545004092",940,1
"311059545004093",940,2
"311059545004094",940,2
"311059545004095",940,2
"311059545004096",940,2
"311059545004097",940,2
"311059545004098",940,2
"311059545004099",940,1
"311059545004100",940,2
"311059545004101",940,2
"311059545004102",940,1
"311059545004103",940,2
"311059545004104",940,1
"311059545004105",940,1
"311059545004106",940,1
"311059545004107",940,1
"311059545004108",940,1
"311059545004109",940,2
"311059545004110",940,1
"311059545004111",940,1
"311059545004112",940,2
"311059545004113",940,1
"311059545004114",940,1
"311059545004115",940,1
"311059545004116",940,1
"311059545004117",940,2
"311059545004118",940,1
"311059545004119",940,1
"311059545004120",940,1
"311059545004121",940,2
"311059545004122",940,1
"311059545004123",940,2
"311059545004124",940,1
"311059545004125",940,2
"311059545004126",940,2
"311059545004127",940,1
"311059545004128",940,2
"311059545004129",940,2
"311059545004130",940,1
"311059545004131",940,2
"311059545004132",940,1
"311059545004133",940,1
"311059545004134",940,1
"311059545004135",940,2
"311059545004136",940,2
"311059545004137",940,2
"311059545004138",940,2
"311059545004139",940,2
"311059545004140",940,2
"311059545004141",940,2
"311059545004142",940,2
"311059545004143",940,2
"311059545004144",940,2
"311059545004145",940,2
"311059545004146",940,2
"311059545004147",940,2
"311059545004148",940,2
"311059545004149",940,2
"311059545004150",940,2
"311059545004151",940,2
"311059545004152",940,2
"311059545004153",940,2
"311059545004154",940,2
"311059545004155",940,2
"311059545004156",940,2
"311059545004157",940,1
"311059545004158",940,2
"311059545004159",940,2
"311059545004160",940,2
"311059545004161",940,2
"311059545004162",940,2
"311059545004163",940,2
"311059545004164",940,2
"311059545004165",940,2
"311059545004166",940,2
"311059545004167",940,2
"311059545004168",940,2
"311059545004169",940,2
"311059545004170",940,2
"311059545004171",940,2
"311059545004172",940,2
"311059545004173",940,2
"311059545004174",940,2
"311059545004175",940,2
"311059545004176",940,2
"311059545004177",940,2
"311059545004178",940,2
"311059545004179",940,2
"311059545004180",940,2
"311059545004181",940,2
"311059545004182",940,1
"311059545004183",940,2
"311059545004184",940,1
"311059545004185",940,2
"311059545004186",940,2
"311059545004187",940,2
"311059545004188",940,2
"311059545004189",940,2
"311059545004190",940,2
"311059545004191",940,2
"311059545004192",940,2
"311059545004193",940,2
"311059545004194",940,2
"311059545004195",940,1
"311059545004196",940,1
"311059545004197",940,2
"311059545004198",940,2
"311059545004199",940,2
"311059545004200",940,2
"311059545004201",940,2
"311059545004202",940,1
"311059545004203",940,2
"311059545004204",940,2
"311059545004205",940,1
"311059545004206",940,2
"311059545004207",940,1
"311059545004208",940,2
"311059545004209",940,2
"311059545004210",940,2
"311059545004212",940,2
"311059545004213",940,1
"311059545004214",940,1
"311059545004215",940,1
"311059545004216",940,2
"311059545004218",40,1
"311059545004219",940,1
"311059545004220",940,1
"311059545004221",940,1
"311059545004223",1.5,1
"311059545004226",1.5,1
"311059545004228",940,1
"311059545004229",940,1
"311059545004230",940,1
"311059545004231",940,1
"311059545004232",940,2
"311059545004233",940,2
"311059545004234",940,2
"311059545004236",940,2
"311059545004237",940,1
"311059545004238",940,2
"311059545004239",940,2
"311059545004240",940,2
"311059545004241",940,2
"311059545004242",940,2
"311059545004243",940,2
"311059545004244",940,2
"311059545004245",940,2
"311059545004246",940,2
"311059545004247",940,2
"311059545004248",940,2
"311059545004249",940,2
"311059545004250",940,2
"311059545004251",940,2
"311059545004252",940,2
"311059545004253",940,2
"311059545004254",940,2
"311059545004255",940,2
"311079762001001",30,1
"311079762001002",30,1
"311079762001003",30,1
"311079762001004",30,1
"311079762001005",30,1
"311079762001006",30,1
"311079762001007",30,1
"311079762001008",30,1
"311079762001009",30,1
"311079762001010",30,1
"311079762001011",30,1
"311079762001012",30,1
"311079762001013",30,1
"311079762001014",30,1
"311079762001015",30,1
"311079762001016",30,1
"311079762001017",30,1
"311079762001018",30,1
"311079762001020",30,1
"311079762001021",30,1
"311079762001022",30,1
"311079762001023",30,1
"311079762001024",30,1
"311079762001025",30,1
"311079762001026",30,1
"311079762001027",30,1
"311079762001028",30,1
"311079762001029",30,1
"311079762001030",30,1
"311079762001031",30,1
"311079762001032",30,1
"311079762001033",30,1
"311079762001034",30,1
"311079762001035",30,1
"311079762001036",30,1
"311079762001037",30,1
"311079762001038",30,1
"311079762001039",30,1
"311079762001040",30,1
"311079762001041",30,1
"311079762001042",30,1
"311079762001043",30,1
"311079762001044",30,1
"311079762001045",30,1
"311079762001046",30,1
"311079762001047",30,1
"311079762001048",30,1
"311079762001049",30,1
"311079762001050",30,1
"311079762001051",30,1
"311079762001052",30,1
"311079762001053",30,1
"311079762001054",30,1
"311079762001055",30,1
"311079762001056",30,1
"311079762001057",30,1
"311079762001058",30,1
"311079762001059",30,1
"311079762001060",30,1
"311079762001061",30,1
"311079762001062",30,1
"311079762001063",30,1
"311079762001064",30,1
"311079762001065",30,1
"311079762001066",30,1
"311079762001067",30,1
"311079762001068",30,1
"311079762001069",30,1
"311079762001070",30,1
"311079762001071",30,1
"311079762001072",30,1
"311079762001073",30,1
"311079762001074",30,1
"311079762001075",30,1
"311079762001076",30,1
"311079762001077",30,1
"311079762001078",30,1
"311079762001079",30,1
"311079762001080",30,1
"311079762001081",30,1
"311079762001082",30,1
"311079762001083",30,1
"311079762001084",30,1
"311079762001085",30,1
"311079762001086",30,1
"311079762001087",30,1
"311079762001088",30,1
"311079762001089",30,1
"311079762001090",30,1
"311079762001091",30,1
"311079762001092",30,1
"311079762001093",30,1
"311079762001094",30,1
"311079762001095",30,1
"311079762001096",30,1
"311079762001097",30,1
"311079762001098",30,1
"311079762001099",30,1
"311079762001100",30,1
"311079762001101",30,1
"311079762001103",30,1
"311079762001104",30,1
"311079762001105",30,1
"311079762001106",30,1
"311079762001107",30,1
"311079762001108",30,1
"311079762001109",30,1
"311079762001110",30,1
"311079762001111",30,1
"311079762001112",30,1
"311079762001113",30,1
"311079762001114",30,1
"311079762001117",30,1
"311079762001118",30,1
"311079762001120",30,1
"311079762001121",30,1
"311079762001122",30,1
"311079762001123",30,1
"311079762001142",5,1
"311079762001149",5,1
"311079762001155",5,1
"311079762001159",30,1
"311079762001167",30,1
"311079762001168",30,1
"311079762001169",30,1
"311079762001170",30,1
"311079762001171",30,1
"311079762001172",30,1
"311079762001173",30,1
"311079762001174",30,1
"311079762001175",30,1
"311079762001176",30,1
"311079762001177",30,1
"311079762001183",30,1
"311079762001184",30,1
"311079762001185",100,1
"311079762001187",100,1
"311079762001188",100,1
"311079762001190",100,1
"311079762001195",100,1
"311079762001197",100,1
"311079762001198",100,1
"311079762001199",100,1
"311079762001206",30,1
"311079762001208",30,1
"311079762001209",30,1
"311079762001210",30,1
"311079762001211",30,1
"311079762001217",100,1
"311079762001220",100,1
"311079762001224",100,1
"311079762001225",100,1
"311079762001232",100,1
"311079762001233",100,1
"311079762001234",100,1
"311079762001235",100,1
"311079762001237",100,1
"311079762001238",100,1
"311079762001239",100,1
"311079762001240",100,1
"311079762001244",100,1
"311079762001245",100,1
"311079762001253",100,1
"311079762001257",100,1
"311079762001258",100,1
"311079762001259",100,1
"311079762001261",100,1
"311079762001262",100,1
"311079762001264",100,1
"311079762001265",100,1
"311079762001266",100,1
"311079762001270",100,1
"311079762001272",100,1
"311079762001273",100,1
"311079762001275",100,1
"311079762001276",100,1
"311079762001277",100,1
"311079762001279",100,1
"311079762001281",100,1
"311079762001282",100,1
"311079762001283",100,1
"311079762001284",100,1
"311079762001285",100,1
"311079762001286",100,1
"311079762001287",100,1
"311079762001288",100,1
"311079762001290",100,1
"311079762001291",100,1
"311079762001292",100,1
"311079762001293",100,1
"311079762001307",100,1
"311079762001312",100,1
"311079762001321",5,1
"311079762001323",100,1
"311079762001327",100,1
"311079762001328",100,1
"311079762001330",100,1
"311079762001331",100,1
"311079762001332",100,1
"311079762001336",100,1
"311079762001342",5,1
"311079762001345",5,1
"311079762001346",100,1
"311079762001348",100,1
"311079762001350",100,1
"311079762001351",100,1
"311079762001352",100,1
"311079762001353",100,1
"311079762001355",100,1
"311079762001356",100,1
"311079762001358",100,1
"311079762001359",100,1
"311079762001360",100,1
"311079762001362",100,1
"311079762001363",100,1
"311079762001364",100,1
"311079762001365",100,1
"311079762001369",100,1
"311079762001371",100,1
"311079762001373",100,1
"311079762001375",100,1
"311079762001376",100,1
"311079762001377",100,1
"311079762001378",100,1
"311079762001379",100,1
"311079762001381",100,1
"311079762001382",100,1
"311079762001384",100,1
"311079762001386",100,1
"311079762001387",100,1
"311079762001388",100,1
"311079762001389",100,1
"311079762001391",100,1
"311079762001392",100,1
"311079762001393",100,1
"311079762001394",100,1
"311079762001395",100,1
"311079762001397",100,1
"311079762001398",100,1
"311079762001402",100,1
"311079762001403",100,1
"311079762001404",100,1
"311079762001405",100,1
"311079762001406",100,1
"311079762001407",100,1
"311079762001408",100,1
"311079762001410",100,1
"311079762001411",100,1
"311079762001412",100,1
"311079762001413",100,1
"311079762001414",100,1
"311079762001415",100,1
"311079762001416",100,1
"311079762001417",100,1
"311079762001418",100,1
"311079762001419",100,1
"311079762001420",100,1
"311079762001424",100,1
"311079762001425",100,1
"311079762001426",100,1
"311079762001427",100,1
"311079762001428",100,1
"311079762001429",100,1
"311079762001430",100,1
"311079762001436",100,1
"311079762001438",100,1
"311079762001446",100,1
"311079762001447",100,1
"311079762001448",100,1
"311079762001450",100,1
"311079762001454",100,1
"311079762001457",100,1
"311079762001458",100,1
"311079762001460",100,1
"311079762001461",100,1
"311079762001462",100,1
"311079762001463",100,1
"311079762001470",5,1
"311079762001472",100,1
"311079762001473",100,1
"311079762001476",100,1
"311079762001477",100,1
"311079762001478",100,1
"311079762001479",100,1
"311079762001480",100,1
"311079762001483",100,1
"311079762001484",100,1
"311079762001485",100,1
"311079762001486",100,1
"311079762001487",100,1
"311079762001492",100,1
"311079762001493",100,1
"311079762001494",100,1
"311079762001495",100,1
"311079762001497",100,1
"311079762001500",100,1
"311079762001501",100,1
"311079762001503",100,1
"311079762001510",100,1
"311079762001523",100,1
"311079762001524",100,1
"311079762001525",100,1
"311079762001531",100,1
"311079762001532",100,1
"311079762001534",100,1
"311079762001535",100,1
"311079762001538",100,1
"311079762001540",100,1
"311079762001547",100,1
"311079762001549",100,1
"311079762001550",100,1
"311079762001560",5,1
"311079762001564",5,1
"311079762001565",5,1
"311079762001569",100,1
"311079762001630",100,1
"311079762001635",100,1
"311079762001636",100,1
"311079762001653",100,1
"311079762001659",100,1
"311079762001664",100,1
"311079762001665",100,1
"311079762001666",100,1
"311079762001668",100,1
"311079762001670",100,1
"311079762001674",100,1
"311079762001675",100,1
"311079762001679",100,1
"311079762001693",100,1
"311079762001721",100,1
"311079762001725",5,1
"311079762001744",5,1
"311079762001747",30,1
"311079762001749",30,1
"311079762001763",30,1
"311079762001764",30,1
"311079762001765",30,1
"311079762001766",30,1
"311079762001767",30,1
"311079762001768",30,1
"311079762001769",30,1
"311079762001770",30,1
"311079762001771",30,1
"311079762001772",30,1
"311079762001773",30,1
"311079762001774",30,1
"311079762001775",30,1
"311079762001776",30,1
"311079762001777",30,1
"311079762001778",30,1
"311079762001779",30,1
"311079762001780",50,2
"311079762001782",30,1
"311079762001783",30,1
"311079762001784",30,1
"311079762002002",5,1
"311079762002007",5,1
"311079762002008",50,1
"311079762002010",50,1
"311079762002012",50,1
"311079762002013",50,1
"311079762002017",50,1
"311079762002029",5,1
"311079762002032",100,1
"311079762002034",5,1
"311079762002040",5,1
"311079762002042",5,1
"311079762002052",5,1
"311079762002053",5,1
"311079762002054",5,1
"311079762002059",5,1
"311079762002063",5,1
"311079762002074",5,1
"311079762002076",5,1
"311079762002080",5,1
"311079762002081",5,1
"311079762002082",5,1
"311079762002083",5,1
"311079762002084",5,1
"311079762002085",5,1
"311079762002087",5,1
"311079762002092",5,1
"311079762002099",5,1
"311079762002102",100,1
"311079762002104",5,1
"311079762002106",100,1
"311079762002107",5,1
"311079762002115",50,1
"311079762002116",50,1
"311079762002118",50,1
"311079762002119",50,1
"311079762002123",100,1
"311079762002125",100,1
"311079762002148",5,1
"311079762002154",100,1
"311079762002155",5,1
"311079762002161",100,1
"311079762002162",100,1
"311079762002165",5,1
"311079762002168",5,1
"311079762002170",5,1
"311079762002171",100,1
"311079762002172",100,1
"311079762002173",5,1
"311079762002174",5,1
"311079762002176",5,1
"311079762002177",5,1
"311079762002181",5,1
"311079762002182",100,1
"311079762002183",100,1
"311079762002184",50,1
"311079762002185",100,1
"311079762002189",5,1
"311079762002191",50,1
"311079762002192",100,1
"311079762002194",100,1
"311079762002196",50,1
"311079762002197",100,1
"311079762002199",50,1
"311079762002200",50,1
"311079762002203",50,1
"311079762002209",100,1
"311079762002212",100,1
"311079762002214",5,1
"311079762002216",100,1
"311079762002217",50,1
"311079762002218",100,1
"311079762002220",50,1
"311079762002223",100,1
"311079762002224",50,1
"311079762002225",50,1
"311079762002226",50,1
"311079762002227",50,1
"311079762002228",50,1
"311079762002229",50,1
"311079762002230",50,1
"311079762002231",50,1
"311079762002232",50,1
"311079762002233",50,1
"311079762002234",50,1
"311079762002235",50,1
"311079762002236",50,1
"311079762002237",50,1
"311079762002238",50,1
"311079762002239",50,1
"311079762002240",50,1
"311079762002241",50,1
"311079762002243",50,1
"311079762002244",50,1
"311079762002245",50,1
"311079762002246",50,1
"311079762002247",50,1
"311079762002248",50,1
"311079762002249",50,1
"311079762002250",50,1
"311079762002251",50,1
"311079762002252",50,1
"311079762002253",5,1
"311079762002254",50,1
"311079762002255",50,1
"311079762002256",50,1
"311079762002257",50,1
"311079762002259",50,1
"311079762002260",100,1
"311079762002262",50,1
"311079762002263",50,1
"311079762002265",50,1
"311079762002266",50,1
"311079762002267",50,1
"311079762002269",50,1
"311079762002270",50,1
"311079762002271",50,1
"311079762002273",50,1
"311079762002274",50,1
"311079762002275",50,1
"311079762002276",50,1
"311079762002279",50,1
"311079762002280",50,1
"311079762002281",50,1
"311079762002282",50,1
"311079762002283",50,1
"311079762002285",50,1
"311079762002286",50,1
"311079762002287",50,1
"311079762002289",50,1
"311079762002290",50,1
"311079762002291",50,1
"311079762002292",50,1
"311079762002293",50,1
"311079762002294",50,1
"311079762002295",50,1
"311079762002296",50,1
"311079762002297",50,1
"311079762002298",50,1
"311079762002299",50,1
"311079762002300",50,1
"311079762002301",50,1
"311079762002302",50,1
"311079762002303",50,1
"311079762002304",50,1
"311079762002305",50,1
"311079762002307",50,1
"311079762002308",50,1
"311079762002309",50,1
"311079762002310",50,1
"311079762002311",50,1
"311079762002312",50,1
"311079762002313",50,1
"311079762002314",50,1
"311079762002315",50,1
"311079762002316",50,1
"311079762002317",50,1
"311079762002318",50,1
"311079762002319",50,1
"311079762002320",50,1
"311079762002321",50,1
"311079762002322",50,1
"311079762002323",50,1
"311079762002324",50,1
"311079762002325",50,1
"311079762002326",50,1
"311079762002327",50,1
"311079762002328",50,1
"311079762002329",50,1
"311079762002330",50,1
"311079762002331",50,1
"311079762002332",50,1
"311079762002333",50,1
"311079762002334",50,1
"311079762002336",50,1
"311079762002337",50,1
"311079762002338",50,1
"311079762002339",50,1
"311079762002340",50,1
"311079762002341",50,1
"311079762002342",50,1
"311079762002343",50,1
"311079762002344",50,1
"311079762002345",50,1
"311079762002346",50,1
"311079762002347",50,1
"311079762002348",50,1
"311079762002349",50,1
"311079762002350",50,1
"311079762002351",50,1
"311079762002352",50,1
"311079762002353",50,1
"311079762002354",50,1
"311079762002355",100,1
"311079762002356",50,1
"311079762002357",100,1
"311079762002361",50,1
"311079762002362",50,1
"311079762002364",50,1
"311079762002365",50,1
"311079762002366",50,1
"311079762002367",5,1
"311079762002368",5,1
"311079762002369",50,1
"311079762002370",5,1
"311079762002371",5,1
"311079762002374",100,1
"311079762002376",50,1
"311079762002387",5,1
"311079762002389",100,1
"311079762002390",100,1
"311079762002392",100,1
"311079762002393",100,1
"311079762002394",100,1
"311079762002398",100,1
"311079762002399",100,1
"311079762002400",100,1
"311079762002401",100,1
"311079762002402",100,1
"311079762002403",100,1
"311079762002405",100,1
"311079762002407",100,1
"311079762002408",5,1
"311079762002409",5,1
"311079762002410",5,1
"311079762002415",50,1
"311079762002418",50,1
"311079762002419",50,1
"311079762002422",100,1
"311079763001000",5,1
"311079763001002",5,1
"311079763001009",5,1
"311079763001010",5,1
"311079763001036",5,1
"311079763001069",100,1
"311079763001070",100,1
"311079763001082",5,1
"311079763001091",5,1
"311079763001092",5,1
"311079763001095",5,1
"311079763001099",100,1
"311079763001109",100,1
"311079763001110",100,1
"311079763001111",100,1
"311079763001135",100,1
"311079763001148",5,1
"311079763001149",100,1
"311079763001150",100,1
"311079763001152",100,1
"311079763001155",1000,1
"311079763001157",1000,1
"311079763001159",100,1
"311079763001161",100,1
"311079763001166",100,1
"311079763001168",100,1
"311079763001182",5,1
"311079763001184",5,1
"311079763001185",5,1
"311079763001188",5,1
"311079763001190",5,1
"311079763001191",5,1
"311079763001192",5,1
"311079763001193",5,1
"311079763001194",100,1
"311079763001196",5,1
"311079763001197",100,1
"311079763001198",100,1
"311079763001200",100,1
"311079763001201",100,1
"311079763001202",100,1
"311079763001203",100,1
"311079763001205",100,1
"311079763001206",100,1
"311079763001208",5,1
"311079763001209",100,1
"311079763001210",5,1
"311079763001211",5,1
"311079763001212",100,1
"311079763001213",100,1
"311079763001214",100,1
"311079763001215",100,1
"311079763001216",100,1
"311079763001217",100,1
"311079763001219",100,1
"311079763001220",100,1
"311079763001221",100,1
"311079763001222",100,1
"311079763001223",100,1
"311079763001224",100,1
"311079763001226",100,1
"311079763001227",100,1
"311079763001230",100,1
"311079763001233",100,1
"311079763001234",100,1
"311079763001237",100,1
"311079763001238",100,1
"311079763001239",100,1
"311079763001240",100,1
"311079763001241",100,1
"311079763001243",100,1
"311079763001245",100,1
"311079763001246",100,1
"311079763001247",100,1
"311079763001248",100,1
"311079763001249",100,1
"311079763001250",100,1
"311079763001251",100,1
"311079763001252",100,1
"311079763001253",100,1
"311079763001254",100,1
"311079763001255",5,1
"311079763001258",100,1
"311079763001259",100,1
"311079763001260",100,1
"311079763001261",100,1
"311079763001262",100,1
"311079763001263",100,1
"311079763001264",100,1
"311079763001265",5,1
"311079763001268",5,1
"311079763001270",5,1
"311079763001271",5,1
"311079763001274",5,1
"311079763001292",100,1
"311079763001293",1000,1
"311079763001294",1000,1
"311079763001295",1000,1
"311079763001296",1000,1
"311079763001297",1000,1
"311079763001298",1000,1
"311079763001319",1000,1
"311079763001322",5,1
"311079763001328",100,1
"311079763001329",100,1
"311079763001330",100,1
"311079763001331",100,1
"311079763001332",100,1
"311079763001333",100,1
"311079763001334",100,1
"311079763001335",100,1
"311079763001336",100,1
"311079763001337",100,1
"311079763001338",100,1
"311079763001339",100,1
"311079763001340",1000,1
"311079763001341",1000,1
"311079763001342",1000,1
"311079763001343",1000,1
"311079763001344",1000,1
"311079763001346",100,1
"311079763001347",100,1
"311079763001348",100,1
"311079763001349",100,1
"311079763001350",100,1
"311079763001351",100,1
"311079763001352",100,1
"311079763001354",100,1
"311079763001355",100,1
"311079763001356",100,1
"311079763001357",100,1
"311079763001358",100,1
"311079763001359",100,1
"311079763001360",100,1
"311079763001361",100,1
"311079763001362",100,1
"311079763001363",100,1
"311079763001367",100,1
"311079763001371",100,1
"311079763001372",5,1
"311079763002000",5,1
"311079763002001",5,1
"311079763002002",5,1
"311079763002005",5,1
"311079763002006",5,1
"311079763002008",5,1
"311079763002009",5,1
"311079763002010",50,1
"311079763002011",50,1
"311079763002014",50,1
"311079763002015",50,1
"311079763002016",50,1
"311079763002017",50,1
"311079763002018",50,1
"311079763002021",50,1
"311079763002023",5,1
"311079763002026",50,1
"311079763002027",50,1
"311079763002029",50,1
"311079763002035",50,1
"311079763002036",50,1
"311079763002037",50,1
